Type,Front,Back,Tags
"Cloze","N-Queens - check column: {{c1::col in cols}}","","backtracking::code"
"Cloze","N-Queens - check diagonal: {{c1::(row - col) in diag1}} and {{c2::(row + col) in diag2}}","","backtracking::code"
"Cloze","N-Queens - place queen: {{c1::cols.add(col); diag1.add(row - col); diag2.add(row + col); board[row][col] = 'Q'}}","","backtracking::code"
"Cloze","Palindrome partition - check palindrome: {{c1::s[start:end+1] == s[start:end+1][::-1]}}","","backtracking::code"
"Cloze","Palindrome partition template: {{c1::def backtrack(start, path): if start == len(s): result.append(path.copy()); return; for end in range(start, len(s)): if isPalindrome(start, end): path.append(s[start:end+1]); backtrack(end + 1, path); path.pop()}}","","backtracking::code"
"Basic","Subsets: Generate all subsets. Approach?","Backtracking: for each element, include or exclude","backtracking::problem"
"Basic","Subsets II: Subsets with duplicates in input. Approach?","Sort, skip consecutive duplicates at same level","backtracking::problem"
"Basic","Permutations: Generate all permutations. Approach?","Backtracking with used array or swap method","backtracking::problem"
"Basic","Permutations II: Permutations with duplicates. Approach?","Sort, skip if same as prev and prev not used","backtracking::problem"
"Basic","Combinations: Generate all k-combinations of 1..n. Approach?","Backtracking with start index, stop when size is k","backtracking::problem"
"Basic","Combination Sum: Find combinations that sum to target (reuse ok). Approach?","Backtracking allowing same index again","backtracking::problem"
"Basic","Combination Sum II: No reuse, with duplicates. Approach?","Backtracking with i+1, skip consecutive duplicates","backtracking::problem"
"Basic","Letter Combinations of Phone Number: All letter combos. Approach?","Backtracking through digits, try each mapped letter","backtracking::problem"
"Basic","Word Search: Find word in board. Approach?","Backtracking with 4-directional search, mark visited","backtracking::problem"
"Basic","N-Queens: Place n queens safely. Approach?","Backtracking row by row, track cols and diagonals","backtracking::problem"
"Basic","Palindrome Partitioning: All palindrome partitions. Approach?","Backtracking trying all cut positions, check palindrome","backtracking::problem"
"Basic","Time complexity of Subsets?","O(n * 2^n) - 2^n subsets, O(n) to copy each","backtracking::complexity"
"Basic","Time complexity of Permutations?","O(n * n!) - n! permutations, O(n) to copy each","backtracking::complexity"
"Basic","Time complexity of N-Queens?","O(n!) with pruning","backtracking::complexity"
"Basic","Time complexity of Word Search?","O(m * n * 4^L) where L is word length","backtracking::complexity"
"Basic","Space complexity of backtracking?","O(n) for recursion depth + O(result size)","backtracking::complexity"
"Basic","Why copy path before adding to result?","Path is modified during backtracking; without copy, all results would be same reference","backtracking::concept"
"Basic","Why sort before handling duplicates?","Brings duplicates together so we can skip consecutive same values","backtracking::concept"
"Basic","What's the difference between subsets and combinations?","Subsets: all sizes. Combinations: specific size k","backtracking::concept"
"Basic","Why use 'not used[i-1]' for permutation duplicates?","Ensures we only use duplicate after previous duplicate was used (ordering)","backtracking::concept"
"Cloze","Generate parentheses condition: {{c1::if open < n: backtrack(open + 1, close); if close < open: backtrack(open, close + 1)}}","","backtracking::code"
"Basic","Generate Parentheses: All valid n-pair parentheses. Approach?","Backtracking: add '(' if open < n, ')' if close < open","backtracking::problem"
"Cloze","Restore IP addresses: {{c1::for length in range(1, 4): segment = s[start:start+length]; if isValid(segment): backtrack(start + length, path + [segment])}}","","backtracking::code"
"Basic","Restore IP Addresses: All valid IP addresses from digits. Approach?","Backtracking trying 1-3 digit segments, validate 0-255","backtracking::problem"
