Type,Front,Back,Tags
"Cloze","Complete Longest Increasing Subsequence (DP):<br>def lengthOfLIS(nums):<br>    {{c1::dp = [1] * len(nums)}}  # Each element is LIS of length 1<br>    {{c2::for i in range(1, len(nums)):}}<br>        {{c3::for j in range(i):}}<br>            {{c4::if nums[j] < nums[i]:}}<br>                {{c5::dp[i] = max(dp[i], dp[j] + 1)}}<br>    {{c6::return max(dp)}}","","dp_1d::implementation"
"Cloze","Complete LIS (Binary Search O(n log n)):<br>def lengthOfLIS(nums):<br>    {{c1::tails = []}}  # tails[i] = smallest tail for LIS of length i+1<br>    for num in nums:<br>        {{c2::pos = bisect_left(tails, num)}}<br>        {{c3::if pos == len(tails):}}<br>            {{c4::tails.append(num)}}<br>        else:<br>            {{c5::tails[pos] = num}}<br>    {{c6::return len(tails)}}","","dp_1d::implementation"
"Cloze","Complete Word Break Implementation:<br>def wordBreak(s, wordDict):<br>    {{c1::wordSet = set(wordDict)}}<br>    {{c2::dp = [False] * (len(s) + 1)}}<br>    {{c3::dp[0] = True}}  # Empty string<br>    {{c4::for i in range(1, len(s) + 1):}}<br>        {{c5::for j in range(i):}}<br>            {{c6::if dp[j] and s[j:i] in wordSet:}}<br>                {{c7::dp[i] = True; break}}<br>    return dp[len(s)]","","dp_1d::implementation"
"Cloze","Complete Longest Palindromic Substring:<br>def longestPalindrome(s):<br>    {{c1::def expand(l, r):}}<br>        {{c2::while l >= 0 and r < len(s) and s[l] == s[r]:}}<br>            l -= 1; r += 1<br>        return s[l+1:r]<br>    <br>    result = ''<br>    for i in range(len(s)):<br>        {{c3::odd = expand(i, i)}}  # Odd length<br>        {{c4::even = expand(i, i + 1)}}  # Even length<br>        {{c5::result = max(result, odd, even, key=len)}}<br>    return result","","dp_1d::implementation"
"Cloze","Complete 0/1 Knapsack Template:<br>def knapsack(weights, values, capacity):<br>    n = len(weights)<br>    {{c1::dp = [0] * (capacity + 1)}}<br>    {{c2::for i in range(n):}}<br>        {{c3::for w in range(capacity, weights[i] - 1, -1):}}  # Reverse!<br>            {{c4::dp[w] = max(dp[w], dp[w - weights[i]] + values[i])}}<br>    return dp[capacity]","","dp_1d::implementation"
"Cloze","Complete Unbounded Knapsack Template:<br>def unboundedKnapsack(weights, values, capacity):<br>    {{c1::dp = [0] * (capacity + 1)}}<br>    {{c2::for w in range(1, capacity + 1):}}<br>        for i in range(len(weights)):<br>            {{c3::if weights[i] <= w:}}<br>                {{c4::dp[w] = max(dp[w], dp[w - weights[i]] + values[i])}}<br>    return dp[capacity]","","dp_1d::implementation"
"Basic","DP Framework: What are the 5 steps?","1) Define state 2) Define transition 3) Base case 4) Order of computation 5) Return value","dp_1d::insight"
"Basic","0/1 Knapsack key insight: Why iterate capacity in reverse?","Prevents using same item multiple times. Each item used at most once.","dp_1d::insight"
"Basic","Unbounded Knapsack key insight: Why iterate capacity forward?","Allows using same item multiple times. dp[w-weight] may already include current item.","dp_1d::insight"
"Basic","DP space optimization key insight: When can you use O(1) space?","When current state only depends on previous 1-2 states (like Fibonacci).","dp_1d::insight"
"Basic","LIS binary search key insight: What does tails array represent?","tails[i] = smallest tail element for LIS of length i+1. Enables binary search.","dp_1d::insight"
"Basic","DP edge case: empty input?","Usually return 0 or handle specially at start","dp_1d::edge_case"
"Basic","DP edge case: single element?","Often is the base case, may need special handling","dp_1d::edge_case"
