Type,Front,Back,Tags
"Cloze","Partition labels - extend end: {{c1::end = max(end, last[c]); if i == end: result.append(i - start + 1); start = i + 1}}","","greedy::code"
"Cloze","Valid parenthesis string - range: {{c1::low = high = 0; low -= 1 for ')' or '*'; high += 1 for '(' or '*'}}","","greedy::code"
"Cloze","Valid parenthesis string - bounds: {{c1::low = max(0, low); if high < 0: return False}}","","greedy::code"
"Cloze","Candy - left to right: {{c1::if ratings[i] > ratings[i-1]: candies[i] = candies[i-1] + 1}}","","greedy::code"
"Cloze","Candy - right to left: {{c1::if ratings[i] > ratings[i+1]: candies[i] = max(candies[i], candies[i+1] + 1)}}","","greedy::code"
"Cloze","Task scheduler idle slots: {{c1::(max_freq - 1) * (n + 1) + count_max_freq}}","","greedy::code"
"Cloze","Boats to save people: {{c1::if people[left] + people[right] <= limit: left += 1; right -= 1; boats += 1}}","","greedy::code"
"Basic","Jump Game: Can reach last index. Approach?","Greedy: track maximum reachable index","greedy::problem"
"Basic","Jump Game II: Minimum jumps to reach end. Approach?","Greedy: BFS-like, track current range end and farthest","greedy::problem"
"Basic","Gas Station: Starting index to complete circuit. Approach?","If total gas >= total cost, solution exists; start where surplus builds","greedy::problem"
"Basic","Hand of Straights: Can divide into groups of consecutive. Approach?","Counter, greedily form groups starting from smallest","greedy::problem"
"Basic","Merge Triplets: Can form target triplet. Approach?","Only use triplets where each element <= target's","greedy::problem"
"Basic","Partition Labels: Partition so each letter in at most one part. Approach?","Track last occurrence, extend partition end greedily","greedy::problem"
"Basic","Valid Parenthesis String: Check with wildcard *. Approach?","Track range [low, high] of possible open parens","greedy::problem"
"Basic","Candy: Min candies satisfying rating constraints. Approach?","Two passes: left-to-right, then right-to-left","greedy::problem"
"Basic","Boats to Save People: Min boats with weight limit. Approach?","Sort, pair heaviest with lightest if possible","greedy::problem"
"Basic","Time complexity of Jump Game?","O(n)","greedy::complexity"
"Basic","Time complexity of Jump Game II?","O(n)","greedy::complexity"
"Basic","Time complexity of Gas Station?","O(n)","greedy::complexity"
"Basic","Time complexity of Hand of Straights?","O(n log n)","greedy::complexity"
"Basic","Time complexity of Partition Labels?","O(n)","greedy::complexity"
"Basic","Time complexity of Candy?","O(n)","greedy::complexity"
"Basic","Why is Gas Station answer unique if it exists?","Total surplus determines if possible; only one valid starting point","greedy::concept"
"Basic","Why two passes for Candy problem?","First ensures right neighbor constraint, second ensures left neighbor","greedy::concept"
"Basic","Why does Jump Game II greedy work?","Always jumping to farthest reachable minimizes total jumps","greedy::concept"
"Basic","What's the insight for Valid Parenthesis String?","Track possible range of open parens, * can be any of '(', ')', ''","greedy::concept"
"Cloze","Queue reconstruction - sort: {{c1::people.sort(key=lambda x: (-x[0], x[1]))}}","","greedy::code"
"Cloze","Queue reconstruction - insert: {{c1::result.insert(p[1], p)}}","","greedy::code"
"Basic","Queue Reconstruction by Height: Reconstruct from (height, count taller in front). Approach?","Sort by height desc, insert at index = count","greedy::problem"
"Cloze","Lemonade change - priority: {{c1::if bill == 20: prefer giving 10+5 over 5+5+5}}","","greedy::code"
"Basic","Lemonade Change: Can provide change for each customer. Approach?","Track 5s and 10s, greedily use larger bills first","greedy::problem"
