Type,Front,Back,Tags
"Basic","Problem asks to 'validate BST'. What approach?","Inorder should be sorted, or pass valid range","trees::pattern"
"Basic","Problem asks for 'lowest common ancestor'. What approach?","DFS checking subtrees, or BST property","trees::pattern"
"Basic","Problem involves 'serialize/deserialize tree'. What approach?","BFS or preorder with null markers","trees::pattern"
"Basic","Problem asks to 'check if balanced'. What approach?","DFS returning height, -1 if unbalanced","trees::pattern"
"Basic","Problem asks to 'check if same/symmetric tree'. What approach?","DFS comparing nodes pairwise","trees::pattern"
"Basic","Problem needs 'rightmost at each level'. What approach?","BFS, last node of each level","trees::pattern"
"Cloze","Inorder recursive: {{c1::def inorder(node): if node: inorder(node.left); result.append(node.val); inorder(node.right)}}","","trees::code"
"Cloze","Preorder recursive: {{c1::def preorder(node): if node: result.append(node.val); preorder(node.left); preorder(node.right)}}","","trees::code"
"Cloze","Postorder recursive: {{c1::def postorder(node): if node: postorder(node.left); postorder(node.right); result.append(node.val)}}","","trees::code"
"Cloze","Inorder iterative: {{c1::while stack or curr: while curr: stack.append(curr); curr = curr.left; curr = stack.pop(); result.append(curr.val); curr = curr.right}}","","trees::code"
"Cloze","BFS level order template: {{c1::while queue: level_size = len(queue); for _ in range(level_size): node = queue.popleft()}}","","trees::code"
"Cloze","Max depth recursive: {{c1::def maxDepth(node): if not node: return 0; return 1 + max(maxDepth(node.left), maxDepth(node.right))}}","","trees::code"
"Cloze","Check same tree: {{c1::if not p and not q: return True; if not p or not q: return False; return p.val == q.val and isSame(p.left, q.left) and isSame(p.right, q.right)}}","","trees::code"
"Cloze","Invert tree: {{c1::node.left, node.right = node.right, node.left; invert(node.left); invert(node.right)}}","","trees::code"
"Cloze","Check symmetric: {{c1::def check(left, right): if not left and not right: return True; if not left or not right: return False; return left.val == right.val and check(left.left, right.right) and check(left.right, right.left)}}","","trees::code"
"Cloze","Validate BST with range: {{c1::def valid(node, low, high): if not node: return True; if node.val <= low or node.val >= high: return False; return valid(node.left, low, node.val) and valid(node.right, node.val, high)}}","","trees::code"
"Cloze","LCA in binary tree: {{c1::if not root or root == p or root == q: return root; left = lca(root.left, p, q); right = lca(root.right, p, q); if left and right: return root; return left or right}}","","trees::code"
"Cloze","LCA in BST: {{c1::if p.val < root.val and q.val < root.val: return lca(root.left, p, q); if p.val > root.val and q.val > root.val: return lca(root.right, p, q); return root}}","","trees::code"
"Cloze","Check balanced - return height or -1: {{c1::left = height(node.left); right = height(node.right); if left == -1 or right == -1 or abs(left - right) > 1: return -1; return max(left, right) + 1}}","","trees::code"
"Cloze","Diameter of tree: {{c1::def dfs(node): if not node: return 0; left = dfs(node.left); right = dfs(node.right); self.diameter = max(self.diameter, left + right); return max(left, right) + 1}}","","trees::code"
"Cloze","Path sum check: {{c1::if not node.left and not node.right: return curr_sum == target; return hasPath(node.left, curr_sum) or hasPath(node.right, curr_sum)}}","","trees::code"
"Cloze","Build tree from preorder/inorder: {{c1::root = TreeNode(preorder[pre_idx]); mid = inorder_map[root.val]; root.left = build(in_left, mid - 1); root.right = build(mid + 1, in_right)}}","","trees::code"
"Cloze","Serialize with preorder: {{c1::def serialize(node): if not node: return 'null,'; return str(node.val) + ',' + serialize(node.left) + serialize(node.right)}}","","trees::code"
"Cloze","Kth smallest in BST: {{c1::inorder traversal, return kth element}} or {{c2::stop early when k reaches 0}}","","trees::code"
"Basic","Maximum Depth of Binary Tree: Find tree height. Approach?","DFS: 1 + max(left depth, right depth)","trees::problem"
"Basic","Same Tree: Check if two trees identical. Approach?","DFS comparing values and structure","trees::problem"
"Basic","Invert Binary Tree: Mirror the tree. Approach?","DFS swapping left and right children","trees::problem"
"Basic","Binary Tree Level Order Traversal: Return levels. Approach?","BFS with queue, process level by level","trees::problem"
"Basic","Symmetric Tree: Check if tree is mirror of itself. Approach?","DFS comparing left.left with right.right","trees::problem"
"Basic","Balanced Binary Tree: Check if height-balanced. Approach?","DFS returning height, -1 if unbalanced","trees::problem"
"Basic","Diameter of Binary Tree: Longest path between any nodes. Approach?","DFS tracking max(left + right) at each node","trees::problem"
"Basic","Lowest Common Ancestor: Find LCA of two nodes. Approach?","DFS - if both found in subtrees, root is LCA","trees::problem"
"Basic","Validate Binary Search Tree: Check BST property. Approach?","Inorder should be sorted, or DFS with valid range","trees::problem"
"Basic","Kth Smallest in BST: Find kth smallest. Approach?","Inorder traversal, return kth element","trees::problem"
"Basic","Construct from Preorder and Inorder: Build tree. Approach?","Preorder gives root, inorder splits left/right subtrees","trees::problem"
"Basic","Serialize and Deserialize: Convert tree to/from string. Approach?","BFS or preorder with null markers","trees::problem"
"Basic","Time complexity of tree traversal?","O(n) - visit each node once","trees::complexity"
"Basic","Space complexity of DFS traversal?","O(h) where h is height - O(log n) balanced, O(n) skewed","trees::complexity"
"Basic","Space complexity of BFS traversal?","O(w) where w is max width - up to O(n/2) = O(n)","trees::complexity"
"Basic","Time complexity of BST search/insert/delete?","O(h) - O(log n) balanced, O(n) skewed","trees::complexity"
"Basic","Time complexity of LCA in binary tree?","O(n)","trees::complexity"
"Basic","Time complexity of constructing tree from traversals?","O(n) with hashmap for inorder indices","trees::complexity"
"Basic","Why is inorder traversal of BST sorted?","Visit left (smaller), then root, then right (larger)","trees::concept"
"Basic","How to convert sorted array to balanced BST?","Use middle as root, recurse on left and right halves","trees::concept"
"Basic","What's the difference between depth and height?","Depth: distance from root. Height: distance to deepest leaf","trees::concept"
"Cloze","Right side view - BFS last node: {{c1::for _ in range(len(queue)): node = queue.popleft(); ...; result.append(node.val)}}","","trees::code"
"Basic","Binary Tree Right Side View: Rightmost node at each level. Approach?","BFS, record last node of each level","trees::problem"
"Cloze","Count good nodes: {{c1::def dfs(node, max_val): if not node: return 0; good = 1 if node.val >= max_val else 0; max_val = max(max_val, node.val); return good + dfs(node.left, max_val) + dfs(node.right, max_val)}}","","trees::code"
"Basic","Count Good Nodes: Node is good if path from root has no greater value. Approach?","DFS tracking max value seen on path","trees::problem"
"Cloze","Subtree check: {{c1::def isSubtree(root, sub): if not root: return False; if isSame(root, sub): return True; return isSubtree(root.left, sub) or isSubtree(root.right, sub)}}","","trees::code"
"Basic","Subtree of Another Tree: Check if tree contains subtree. Approach?","Check each node as potential match, use isSameTree","trees::problem"
"Cloze","Complete Inorder Traversal (Iterative):<br>def inorder(root):<br>    {{c1::result, stack = [], []}}<br>    {{c2::curr = root}}<br>    {{c3::while stack or curr:}}<br>        {{c4::while curr:}}  # Go left<br>            {{c5::stack.append(curr); curr = curr.left}}<br>        {{c6::curr = stack.pop()}}  # Process<br>        {{c7::result.append(curr.val)}}<br>        {{c8::curr = curr.right}}  # Go right<br>    return result","","trees::implementation"
"Cloze","Complete Preorder Traversal (Iterative):<br>def preorder(root):<br>    if not root: return []<br>    {{c1::result, stack = [], [root]}}<br>    {{c2::while stack:}}<br>        {{c3::node = stack.pop()}}<br>        {{c4::result.append(node.val)}}<br>        {{c5::if node.right: stack.append(node.right)}}  # Right first<br>        {{c6::if node.left: stack.append(node.left)}}   # Left second<br>    return result","","trees::implementation"
"Cloze","Complete Postorder Traversal (Iterative):<br>def postorder(root):<br>    if not root: return []<br>    {{c1::result, stack = [], [root]}}<br>    {{c2::while stack:}}<br>        {{c3::node = stack.pop()}}<br>        {{c4::result.append(node.val)}}<br>        {{c5::if node.left: stack.append(node.left)}}<br>        {{c6::if node.right: stack.append(node.right)}}<br>    {{c7::return result[::-1]}}  # Reverse at end","","trees::implementation"
"Cloze","Complete Level Order (BFS):<br>def levelOrder(root):<br>    if not root: return []<br>    {{c1::result = []}}<br>    {{c2::queue = deque([root])}}<br>    {{c3::while queue:}}<br>        {{c4::level = []}}<br>        {{c5::for _ in range(len(queue)):}}<br>            {{c6::node = queue.popleft()}}<br>            {{c7::level.append(node.val)}}<br>            {{c8::if node.left: queue.append(node.left)}}<br>            {{c9::if node.right: queue.append(node.right)}}<br>        result.append(level)<br>    return result","","trees::implementation"
"Cloze","Complete Max Depth (DFS Recursive):<br>def maxDepth(root):<br>    {{c1::if not root: return 0}}<br>    {{c2::return 1 + max(maxDepth(root.left), maxDepth(root.right))}}","","trees::implementation"
"Cloze","Complete Validate BST:<br>def isValidBST(root, low=float('-inf'), high=float('inf')):<br>    {{c1::if not root: return True}}<br>    {{c2::if root.val <= low or root.val >= high: return False}}<br>    {{c3::return isValidBST(root.left, low, root.val) and isValidBST(root.right, root.val, high)}}","","trees::implementation"
"Cloze","Complete LCA of Binary Tree:<br>def lowestCommonAncestor(root, p, q):<br>    {{c1::if not root or root == p or root == q: return root}}<br>    {{c2::left = lowestCommonAncestor(root.left, p, q)}}<br>    {{c3::right = lowestCommonAncestor(root.right, p, q)}}<br>    {{c4::if left and right: return root}}<br>    {{c5::return left or right}}","","trees::implementation"
"Cloze","Complete Tree Diameter:<br>def diameterOfBinaryTree(root):<br>    {{c1::self.diameter = 0}}<br>    def depth(node):<br>        {{c2::if not node: return 0}}<br>        {{c3::left = depth(node.left)}}<br>        {{c4::right = depth(node.right)}}<br>        {{c5::self.diameter = max(self.diameter, left + right)}}<br>        {{c6::return 1 + max(left, right)}}<br>    depth(root)<br>    return self.diameter","","trees::implementation"
"Basic","Tree traversal key insight: Why push right before left in preorder iterative?","Stack is LIFO, so pushing right first means left is processed first","trees::insight"
"Basic","Tree key insight: When to use BFS vs DFS?","BFS: level-by-level, shortest path. DFS: path problems, uses less space on balanced trees","trees::insight"
"Basic","Tree edge case: empty tree?","Return empty result, 0, or True depending on problem","trees::edge_case"
"Basic","Tree edge case: single node?","Is valid BST, depth is 1, diameter is 0","trees::edge_case"
